cite,question_id,question,choices,answer,chapter
저와 남편의 이름으로 각각 4천만 원씩 예금해도 되나요? 그렇습니다.,1102,가족 단위로 예금을 나누어도 보호받을 수 있나요?,"1. 그렇다
2. 아니다
3. 가족 단위로는 보호받을 수 없다
4. 가족 단위로는 보호받을 수 있다
",그렇다,27
"금융 기관 1개당, 그리고 1인당 5천만 원까지 보장해주므로 가족 수만큼 모두 보호받을 수 있습니다.",1103,"금융 기관 1개당, 그리고 1인당 얼마까지 보장해주나요?","1. 1천만 원
2. 3천만 원
3. 5천만 원
4. 8천만 원
",5천만 원,27
농협이나 새마을금고에서도 예금 보호를 받나요? 여기서는 예금자 보호 제도가 적용되지 않지만 업계 자체적으로 기금을 적립하여 1인당 5천만 원씩 예금을 보장해주고 있으니 안심해도 좋습니다.,1104,농협이나 새마을금고에서도 예금 보호를 받을 수 있나요?,"1. 그렇다
2. 아니다
3. 농협이나 새마을금고에서는 보호받을 수 없다
4. 농협이나 새마을금고에서는 보호받을 수 있다
",그렇다,27
"정해진 날짜에만 정기적으로 열리는 정기 시장은 오래 전부터 있었던 시장이다. 3일에 한 번씩 열리면 3일장, 5일에 한 번씩 열리면 5일장이라고 부른다.",530,한국에서 3일에 한 번씩 열리는 시장을 무엇이라고 부르는가?,"1. 3일장
2. 5일장
3. 상설시장
4. 재래시장
",3일장,28
도시의 아파트 단지에도 매주 특정한 요일을 정해놓고 장터가 열리기도 하는데 여기에서도 신선한 농수산물을 구입할 수 있다.,531,도시의 아파트 단지에서는 어떤 물건을 주로 구입할 수 있는가?,"1. 농수산물
2. 공산품
3. 의류
4. 가전제품
",농수산물,28
"재래시장에는 전통적 시장의 모습이 어느 정도 남아 있으며, 물건 값이 대체로 싸고 상인들의 인심이 좋아 사람들이 많이 몰린다.",532,재래시장의 특징은 무엇인가?,"1. 물건 값이 비싸다
2. 상인들의 인심이 나쁘다
3. 물건 값이 싸고 상인들의 인심이 좋다
4. 전통적 시장의 모습이 없다
",물건 값이 싸고 상인들의 인심이 좋다,28
백화점이나 대형 마트는 농수산물부터 공산품에 이르기까지 다양한 종류의 물건을 팔고 있는 현대식 시장이다.,533,백화점이나 대형 마트에서는 어떤 물건을 주로 팔고 있는가?,"1. 농수산물
2. 공산품
3. 농수산물과 공산품
4. 의류만
",농수산물과 공산품,28
정보 통신 기술이 발달하면서 홈쇼핑과 인터넷 쇼핑의 비중이 크게 증가하고 있다.,534,정보 통신 기술이 발달함에 따라 어떤 쇼핑의 비중이 증가하고 있는가?,"1. 재래시장
2. 대형 마트
3. 홈쇼핑과 인터넷 쇼핑
4. 백화점
",홈쇼핑과 인터넷 쇼핑,28
TV를 통해 방송되는 상품을 전화로 주문해서 구입할 수 있는 시장이 TV 홈쇼핑이다.,535,TV 홈쇼핑에서는 어떻게 상품을 구입하는가?,"1. 인터넷으로 주문
2. 직접 가서 구입
3. 전화로 주문
4. 택배로 주문
",전화로 주문,28
또한 인터넷을 이용하여 언제 어디서나 편리하게 상품을 주문하고 배달받을 수 있는 인터넷 쇼핑의 인기도 매우 높다.,536,인터넷 쇼핑의 장점은 무엇인가?,"1. 언제 어디서나 편리하게 상품을 주문하고 배달받을 수 있다
2. 상품을 직접 보고 구입할 수 있다
3. 상품을 직접 만져볼 수 있다
4. 상품을 직접 가져갈 수 있다
",언제 어디서나 편리하게 상품을 주문하고 배달받을 수 있다,28
홈쇼핑이나 인터넷 쇼핑을 이용할 때는 먼저 물건을 구매한 사람들이 남겨 놓은 상품평 등을 참고할 수 있는 장점이 있다.,537,홈쇼핑이나 인터넷 쇼핑을 이용할 때 참고할 수 있는 것은 무엇인가?,"1. 상품평
2. 상품 사진
3. 상품 설명서
4. 상품 가격
",상품평,28
그러나 물건을 직접 보고 구입 하지 못하기 때문에 사기 전에 신중하게 살펴보아야 한다.,538,홈쇼핑이나 인터넷 쇼핑에서 물건을 구입할 때 주의해야 하는 점은 무엇인가?,"1. 물건을 직접 보고 구입하지 못한다
2. 물건을 직접 만져볼 수 없다
3. 물건을 직접 가져갈 수 없다
4. 물건을 직접 보고 구입하지 못하므로 사기 전에 신중하게 살펴보아야 한다
",물건을 직접 보고 구입하지 못하므로 사기 전에 신중하게 살펴보아야 한다,28
정보 통신 기술이 발달하면서 홈쇼핑과 인터넷 쇼핑의 비중이 크게 증가하고 있다.,539,정보 통신 기술의 발달이 쇼핑에 어떤 영향을 미치고 있는가?,"1. 재래시장의 비중이 증가하고 있다
2. 대형 마트의 비중이 증가하고 있다
3. 홈쇼핑과 인터넷 쇼핑의 비중이 크게 증가하고 있다
4. 백화점의 비중이 증가하고 있다
",홈쇼핑과 인터넷 쇼핑의 비중이 크게 증가하고 있다,28
있는 인터넷 쇼핑의 인기도 매우 높다. 최근에는 스마트폰으로도 자유롭게 물건을 살 수 있다.,540,최근 한국에서 어떤 기기로도 자유롭게 물건을 살 수 있는 쇼핑 방식이 인기를 끌고 있는가?,"1. 오프라인 쇼핑
2. 스마트폰 쇼핑
3. 전화 쇼핑
4. 우편 쇼핑
",스마트폰 쇼핑,28
물건을 직접 보고 구입 하지 못하기 때문에 사기 전에 신중하게 살펴보아야 한다.,541,인터넷 쇼핑의 어떤 단점 때문에 사기 전에 신중하게 살펴보아야 하는가?,"1. 배송비 부담
2. 물건을 직접 보지 못함
3. 환불 과정의 번거로움
4. 상품 정보의 부정확성
",물건을 직접 보지 못함,28
한국에서는 물건을 사거나 음식을 먹을 때 부가가치세라는 세금을 내야 한다.,542,한국에서 물건을 사거나 음식을 먹을 때 내야 하는 세금은 무엇인가?,"1. 소득세
2. 부가가치세
3. 주민세
4. 법인세
",부가가치세,28
현금으로 물건을 살 때 현금영수증을 발급받으면 나중에 소득에 대해 세금을 덜 낼 수 있다.,543,현금으로 물건을 사고 현금영수증을 발급받으면 어떤 장점이 있는가?,"1. 나중에 소득에 대해 세금을 덜 낼 수 있다
2. 상품을 환불할 때 필요하다
3. 상품의 가격을 할인받을 수 있다
4. 상품을 교환할 때 필요하다
",나중에 소득에 대해 세금을 덜 낼 수 있다,28
"소비자의 권리를 지키려면? TV 홈쇼핑이나 인터넷 쇼핑이 증가하고 거래되는 상품의 수와 종류가 많아지면서, 물건 구입 과정이나 이후에 피해를 입는 소비자도 늘어나고 있다.",544,TV 홈쇼핑이나 인터넷 쇼핑이 증가함에 따라 어떤 문제가 발생하고 있는가?,"1. 상품의 수와 종류가 줄어듦
2. 소비자의 피해 사례 증가
3. 상품의 가격이 상승함
4. 상품의 품질이 저하됨
",소비자의 피해 사례 증가,28
한국에서는 소비자가 상품을 구입하고 사용할 때 누릴 수 있는 권리를 법으로 정해 놓고 있다.,545,한국에서는 소비자가 상품을 구입하고 사용할 때 어떤 것을 법으로 정해 놓고 있는가?,"1. 소비자의 권리
2. 소비자의 의무
3. 상품의 가격
4. 상품의 품질
",소비자의 권리,28
구입한 상품에서 문제가 발생한 경우에는 먼저 그 물건을 구입한 상점이나 그것을 만든 기업과의 상담을 통해 피해를 보상받을 수 있도록 한다.,546,"구입한 상품에서 문제가 발생한 경우, 먼저 어떤 곳과 상담을 통해 피해를 보상받을 수 있는가?","1. 국세청
2. 소비자원
3. 상품을 구입한 상점이나 그것을 만든 기업
4. 현금영수증 홈페이지
",상품을 구입한 상점이나 그것을 만든 기업,28
만약 여기 에서 문제가 해결되지 않고 전문가의 도움이 필요한 경우에는 한국소비자원 등 소비자를 도와주는 전문 기관의 도움을 받을 수 있다.,547,"상품 구입 후 문제가 발생하였을 때, 문제가 해결되지 않고 전문가의 도움이 필요한 경우 어떤 기관의 도움을 받을 수 있는가?","1. 국세청
2. 한국소비자원
3. 현금영수증 홈페이지
4. 상품을 구입한 상점
",한국소비자원,28
이들 기관은 누구에게 문제의 책임이 있는지 밝혀주고 적절한 보상이 이루어지도록 소비자를 도와준다.,548,한국소비자원 등의 소비자를 도와주는 전문 기관들이 제공하는 서비스는 무엇인가?,"1. 문제의 책임이 있는 곳을 밝혀주고 적절한 보상이 이루어지도록 도움
2. 상품의 가격을 할인해주는 서비스
3. 상품의 품질을 향상시켜주는 서비스
4. 상품의 배송을 도와주는 서비스
",문제의 책임이 있는 곳을 밝혀주고 적절한 보상이 이루어지도록 도움,28
한국어에 아직 익숙하지 않은 외국인이나 이민자라면 1372 소비자 상담센터(☎ 어디,549,한국어에 아직 익숙하지 않은 외국인이나 이민자가 소비자 문제 상담을 받을 수 있는 곳은 어디인가?,"1. 국세청
2. 현금영수증 홈페이지
3. 1372 소비자 상담센터
4. 상품을 구입한 상점
",1372 소비자 상담센터,28
에서 문제가 해결되지 않고 전문가의 도움이 필요한 경우에는 한국소비자원 등 소비자를 도와주는 전문 기관의 도움을 받을 수 있다.,550,문제가 해결되지 않을 때 소비자가 도움을 받을 수 있는 기관은 무엇인가?,"1. 한국소비자원
2. 한국소비자보호원
3. 한국소비자협회
4. 한국소비자위원회
",한국소비자원,28
한국어에 아직 익숙하지 않은 외국인이나 이민자라면 1372 소비자 상담센터(☎ 어디 서나 국번없이 1372)를 이용하여 피해 구제 신청에 도움을 받을 수 있다.,551,한국어에 익숙하지 않은 외국인이나 이민자가 피해 구제 신청에 도움을 받을 수 있는 곳은 어디인가?,"1. 119
2. 112
3. 114
4. 1372
",1372,28
소비자를 보호하라 건전한 소비문화가 자리 잡기 위해서는 소비자 스스로 자신의 안전과 권리를 지키기 위해 구매하기 전에 가격과 품질을 꼼꼼하게 살펴야 한다.,552,건전한 소비문화를 위해 소비자가 구매 전에 꼼꼼히 살펴야 하는 것은 무엇인가?,"1. 가격과 품질
2. 색상과 디자인
3. 브랜드와 판매자
4. 제조일과 유통기한
",가격과 품질,28
또한 상품의 생산자와 판매자는 품질과 안전에 대해 책임을 져야 한다.,553,상품의 누가 품질과 안전에 대해 책임을 져야 하는가?,"1. 구매자
2. 소비자
3. 생산자와 판매자
4. 배송업체
",생산자와 판매자,28
한국에서는 소비자를 보호하기 위하여 여러 가지 법과 제도를 마련해 놓고 있다.,554,한국에서는 소비자를 보호하기 위해 어떤 것을 마련해 놓았는가?,"1. 법과 제도
2. 소비자보호위원회
3. 소비자보호법
4. 소비자보호센터
",법과 제도,28
이러한 제도를 어긴 판매자에 대해 소비자는 문제를 제기하여 피해를 보상받을 수 있다.,555,제도를 어긴 판매자에 대해 소비자는 어떤 조치를 취할 수 있는가?,"1. 문제 제기
2. 판매자 신고
3. 소비자원에 신고
4. 소비자보호센터에 신고
",문제 제기,28
이들 기관은 누구에게 문제의 책임이 있는지 밝혀주고 적절한 보상이 이루어지도록 소비자를 도와준다.,556,한국소비자원 등의 기관들이 소비자에게 어떤 도움을 주는가?,"1. 문제의 책임이 있는 곳을 밝혀주고 보상을 도와주는 것
2. 상품의 품질을 검사해주는 것
3. 상품의 가격을 결정해주는 것
4. 상품의 안전성을 확보해주는 것
",문제의 책임이 있는 곳을 밝혀주고 보상을 도와주는 것,28
한국에서는 소비자를 보호하기 위하여 여러 가지 법과 제도를 마련해 놓고 있다.,557,한국에서 소비자를 보호하기 위해 마련한 것은 무엇인가?,"1. 법과 제도
2. 소비자보호위원회
3. 소비자보호법
4. 소비자보호센터
",법과 제도,28
또한 상품의 생산자와 판매자는 품질과 안전에 대해 책임을 져야 한다.,558,품질과 안전에 대한 책임을 져야 하는 주체는 누구인가?,"1. 구매자
2. 소비자
3. 생산자와 판매자
4. 배송업체
",생산자와 판매자,28
소비자를 보호하라 건전한 소비문화가 자리 잡기 위해서는 소비자 스스로 자신의 안전과 권리를 지키기 위해 구매하기 전에 가격과 품질을 꼼꼼하게 살펴야 한다.,559,건전한 소비문화를 위해 소비자가 구매 전에 살펴봐야 하는 것은 무엇인가?,"1. 가격과 품질
2. 색상과 디자인
3. 브랜드와 판매자
4. 제조일과 유통기한
",가격과 품질,28
"준비생들은 직장을 구할 때 학벌, 학점, 영어 점수, 실무 경험 등을 갖춤으로써 다른 사람들보다 더 나은 인력으로 인정받으려고 한다.",600,준비생들이 직장을 구할 때 갖추려고 하는 것들 중 어떤 것이 아닌지 고르시오.,"1. 학벌
2. 학점
3. 영어 점수
4. 외모
",외모,29
외국인이 한국에서 취업하려면?,601,외국인이 한국에서 취업하려면 어떤 것이 필요한가?,"1. 한국어 능력
2. 한국의 문화 이해
3. 한국에서의 생활 경험
4. 모두
",모두,29
"직업을 갖고자 하는 사람은 적극적으로 자신이 원하는 직업을 탐색하고, 그 직업에 필요한 능력을 갖추기 위해 준비해야 한다.",602,직업을 갖고자 하는 사람이 준비해야 하는 것은 무엇인가?,"1. 자신이 원하는 직업 탐색
2. 필요한 능력 갖추기
3. 자신의 강점 강조
4. 자신이 원하는 직업 탐색과 필요한 능력 갖추기
",자신이 원하는 직업 탐색과 필요한 능력 갖추기,29
"현재 각종 직업학교나 평생교육기관, 한국산업인력공단 등에서는 여러 가지 전문적인 직업교육 프로그램을 운영하고 있다.",603,어디에서 전문적인 직업교육 프로그램을 운영하고 있는가?,"1. 직업학교
2. 평생교육기관
3. 한국산업인력공단
4. 모두
",모두,29
또한 전문성을 증명해주는 자격증을 따거나 관련 분야에서 현장 실무 경험을 쌓게 되면 보다 좋은 대우를 받을 수 있다.,604,좋은 대우를 받기 위해 어떤 것을 갖추어야 하는가?,"1. 전문성을 증명해주는 자격증
2. 관련 분야에서의 현장 실무 경험
3. 높은 학력
4. 전문성을 증명해주는 자격증과 관련 분야에서의 현장 실무 경험
",전문성을 증명해주는 자격증과 관련 분야에서의 현장 실무 경험,29
취업을 위해서는 그와 같은 자격증이나 경력 등을 이력서에 꼼꼼히 기록하는 것이 좋다.,605,취업을 위해 이력서에 꼼꼼히 기록해야 하는 것은 무엇인가?,"1. 자격증
2. 경력
3. 성적
4. 자격증과 경력
",자격증과 경력,29
"자신이 취업하려고 하는 업체가 정식으로 등록 된 것인지, 하는 일은 무엇이며 그 일이 불법적이지 않은지 확인해야 한다.",606,취업하려고 하는 업체에 대해 확인해야 하는 것은 무엇인가?,"1. 업체가 정식으로 등록된 것인지
2. 업체가 하는 일이 무엇인지
3. 그 일이 불법적이지 않은지
4. 모두
",모두,29
취업 시에는 근로계약서를 반드시 작성하여 노동자의 권리를 보호받을 수 있도록 한다.,607,취업 시에 반드시 해야하는 것은 무엇인가?,"1. 근로계약서 작성
2. 이력서 제출
3. 면접 준비
4. 근로계약서 작성
",근로계약서 작성,29
특히 이민자나 외국인의 경우에는 취업에 대한 정보나 권리에 대해 잘 알지 못하는 경우가 많으므로 주의가 필요하다.,608,이민자나 외국인의 경우 취업에 대해 주의해야 하는 것은 무엇인가?,"1. 취업에 대한 정보
2. 권리
3. 한국어 능력
4. 취업에 대한 정보와 권리
",취업에 대한 정보와 권리,29
일자리를 찾을 때는 신문이나 인터넷 등에 올라온 구인광고를 눈여겨 보고 자신의 능력이나 상황에 적합한지 확인해 보아야 한다.,609,일자리를 찾을 때 확인해야 하는 것은 무엇인가?,"1. 신문이나 인터넷에 올라온 구인광고
2. 자신의 능력이나 상황에 적합한지
3. 자신의 이력서
4. 신문이나 인터넷에 올라온 구인광고와 자신의 능력이나 상황에 적합한지
",신문이나 인터넷에 올라온 구인광고와 자신의 능력이나 상황에 적합한지,29
