cite,question_id,question,choices,answer,chapter
"한국의 높은 교육 열은 우수한 인재를 많이 길러내는 데 크게 이바지했고, 궁극적으로 한국 경제가 짧은 기간에 빠르게 발전할 수 있도록 많은 영향을 끼친 것으로 평가되고 있다.",148,한국의 높은 교육열이 한국 경제에 어떤 영향을 끼쳤는가?,"1. 한국 경제의 빠른 발전에 영향을 끼쳤다
2. 한국 경제의 느린 발전에 영향을 끼쳤다
3. 한국 경제의 안정적인 발전에 영향을 끼쳤다
4. 한국 경제의 불안정한 발전에 영향을 끼쳤다
",한국 경제의 빠른 발전에 영향을 끼쳤다,11.0
"특별 전형 대상에는 농어촌학생, 재외국민, 특성화고교출신자, 저소득층학생 등이 있고, 이주민 가족의 자녀도 여기에 포함된다.",149,특별 전형 대상에 포함되는 학생들의 유형은 무엇인가?,"1. 농어촌학생, 재외국민, 특성화고교출신자, 저소득층학생 등
2. 도심학생, 재외국민, 일반고등학교출신자, 고소득층학생 등
3. 농어촌학생, 국내거주민, 특성화고교출신자, 중소득층학생 등
4. 도심학생, 국내거주민, 일반고등학교출신자, 중소득층학생 등
","농어촌학생, 재외국민, 특성화고교출신자, 저소득층학생 등",11.0
"한편, 대학 진학과 취업에 영어 실력이 큰 영향을 끼치는 경우가 적지 않아서 영어 교육에 대한 관심도 높다.",160,대학 진학과 취업에 영어 실력이 어떤 영향을 끼치는가?,"1. 작은 영향을 끼친다
2. 큰 영향을 끼친다
3. 영향을 끼치지 않는다
4. 영향을 끼치는 정도는 알 수 없다
",큰 영향을 끼친다,11.0
그래서 자녀가 어릴 때부터 영어를 쓰는 나라로 조기 유학을 보내기도 한다.,161,자녀를 어릴 때부터 어디로 보내는 경우가 있는가?,"1. 영어를 쓰는 나라로 조기 유학
2. 중국어를 쓰는 나라로 조기 유학
3. 일본어를 쓰는 나라로 조기 유학
4. 프랑스어를 쓰는 나라로 조기 유학
",영어를 쓰는 나라로 조기 유학,11.0
"이때 어린 자녀만 외국에 혼자 보낼 수 없기 때문에 아이의 엄마가 같이 가게 되고, 아빠는 한국에 남아서 돈을 벌어 학비를 보내는 경우가 많다.",162,조기 유학을 보낼 때 아빠는 어떤 역할을 하는가?,"1. 아이와 함께 유학간다
2. 한국에 남아서 돈을 번다
3. 아이를 혼자 보낸다
4. 아이의 학비를 벌지 않는다
",한국에 남아서 돈을 번다,11.0
이러한 상황에 있는 아빠를 기러기 아빠라고 한다.,163,"자녀와 엄마가 유학을 가고, 아빠가 한국에 남아서 돈을 벌어 학비를 보내는 상황에서 아빠를 무엇이라고 부르는가?","1. 기러기 아빠
2. 독수리 아빠
3. 펭귄 아빠
4. 코끼리 아빠
",기러기 아빠,11.0
1990년대 말 조기유학 열풍으로 시작된 기러기 아빠의 증가는 가족 관계에도 좋지 않은 영향을 줄 수 있기 때문에 사회적으로 문제가 되기도 한다.,164,기러기 아빠의 증가가 시작된 시기는 언제인가?,"1. 1980년대 말
2. 1990년대 말
3. 2000년대 초
4. 2010년대 초
",1990년대 말,11.0
1990년대 말 조기유학 열풍으로 시작된 기러기 아빠의 증가는 가족 관계에도 좋지 않은 영향을 줄 수 있기 때문에 사회적으로 문제가 되기도 한다.,165,기러기 아빠의 증가가 가족 관계에 어떤 영향을 미치는가?,"1. 좋은 영향을 미친다
2. 나쁜 영향을 미친다
3. 영향을 미치지 않는다
4. 영향을 미치는 정도는 알 수 없다
",나쁜 영향을 미친다,11.0
1990년대 말 조기유학 열풍으로 시작된 기러기 아빠의 증가는 가족 관계에도 좋지 않은 영향을 줄 수 있기 때문에 사회적으로 문제가 되기도 한다.,166,기러기 아빠의 증가는 어떤 측면에서 사회적 문제가 되는가?,"1. 가족 관계에 나쁜 영향을 미치는 측면
2. 경제적 부담을 증가시키는 측면
3. 아이의 학업 성적을 저하시키는 측면
4. 아이의 사회성을 저하시키는 측면
",가족 관계에 나쁜 영향을 미치는 측면,11.0
그래서 자녀가 어릴 때부터 영어를 쓰는 나라로 조기 유학을 보내기도 한다.,167,어린 자녀를 영어를 쓰는 나라로 보내는 이유는 무엇인가?,"1. 영어 교육에 대한 관심이 높기 때문
2. 외국 생활 경험을 쌓게 하기 위해서
3. 자녀의 독립성을 키우기 위해서
4. 자녀의 학업 성적을 높이기 위해서
",영어 교육에 대한 관심이 높기 때문,11.0
"이때 어린 자녀만 외국에 혼자 보낼 수 없기 때문에 아이의 엄마가 같이 가게 되고, 아빠는 한국에 남아서 돈을 벌어 학비를 보내는 경우가 많다.",168,조기 유학을 보낼 때 왜 엄마가 아이와 함께 가는가?,"1. 아이를 혼자 보낼 수 없기 때문
2. 엄마가 아이의 학업을 지도하기 위해서
3. 엄마가 아이의 생활을 돕기 위해서
4. 엄마가 아이의 영어 학습을 돕기 위해서
",아이를 혼자 보낼 수 없기 때문,11.0
1990년대 말 조기유학 열풍으로 시작된 기러기 아빠의 증가는 가족 관계에도 좋지 않은 영향을 줄 수 있기 때문에 사회적으로 문제가 되기도 한다.,169,기러기 아빠의 증가가 시작된 원인은 무엇인가?,"1. 1990년대 말 조기유학 열풍
2. 2000년대 초 대학 진학 경쟁
3. 1980년대 말 경제 발전
4. 2010년대 초 사회 변화
",1990년대 말 조기유학 열풍,11.0
평생교육이란 무엇일까?  현대 사회는 빠르게 변화하기 때문에학교 교육만으로 사회에서 요구하는지식과 기술을 모두 얻기란 쉽지않다.,500,현대 사회에서 학교 교육만으로 얻기 어려운 것은 무엇인가?,"1. A. 지식과 기술
2. B. 돈과 명예
3. C. 친구와 인맥
4. D. 취미와 여가
",A. 지식과 기술,12.0
"평생교육은 학교 교육과는 별도로 이루어지는 것으로, 글자 그대로 평생 동안 공부하는 것이고 다양한 장소에서 누구나 참여할 수 있다.",501,평생교육은 어디에서 이루어지는가?,"1. A. 학교
2. B. 다양한 장소
3. C. 집
4. D. 도서관
",B. 다양한 장소,12.0
대학교 내에 있는 평생교육원에서는 각 분야의 전문가 과정이나 자격증 과정 등을 운영하기도 한다.,502,대학교의 평생교육원에서는 어떤 과정을 운영하는가?,"1. A. 전문가 과정
2. B. 자격증 과정
3. C. A와 B 모두
4. D. 없음
",C. A와 B 모두,12.0
"각 지역에 있는 구민회관, 주민센터, 평생학습센터 등에는 지역주민이 자유롭게 참여할 수 있는 평생교육 프로그램이 많은데, 음악, 미술, 외국어, 컴퓨터, 운동, 문화체험 등 다양한 강좌로 구성되어 있고, 수강료도 비교적 싼 편이다.",503,지역 평생학습센터에서 제공하는 강좌에는 어떤 것들이 포함되어 있는가?,"1. A. 음악, 미술
2. B. 외국어, 컴퓨터
3. C. 운동, 문화체험
4. D. 모두 다
",D. 모두 다,12.0
"최근에는 사회 변화에 맞추어 노년층을 위한 스마트폰 교육, SNS 교육 등도 실시되고 있다.",504,최근에 실시되고 있는 노년층을 위한 교육은 무엇인가?,"1. A. 스마트폰 교육
2. B. SNS 교육
3. C. A와 B 모두
4. D. 없음
",C. A와 B 모두,12.0
"백화점이나 대형 마트의 문화센터는 여성이나 아이들이 주로 이용한다. 여기서는 요리교실, 노래교실, 스포츠댄스교실, 사진교실처럼 여가나 취미생활을 위한 과정을 많이 제공하고 있다.",505,백화점이나 대형 마트의 문화센터에서 제공하는 과정은 주로 무엇에 대한 것인가?,"1. A. 학문
2. B. 직업
3. C. 여가나 취미생활
4. D. 건강
",C. 여가나 취미생활,12.0
"인터넷 등 미디어를 이용한 평생교육도 늘어나고 있는데, 이는 주로 사이버 대학이나 원격평생교육원 등에서 실시되고 있다.",506,인터넷을 이용한 평생교육은 주로 어디에서 실시되는가?,"1. A. 사이버 대학
2. B. 원격평생교육원
3. C. A와 B 모두
4. D. 없음
",C. A와 B 모두,12.0
인터넷을 이용하면 교육 기관을 직접 찾아가지 않아도 되고 본인이 원하는 시간에 들을 수 있다는 장점이 있다.,507,인터넷을 이용한 교육의 장점은 무엇인가?,"1. A. 교육 기관을 직접 찾아가지 않아도 됨
2. B. 본인이 원하는 시간에 들을 수 있음
3. C. A와 B 모두
4. D. 없음
",C. A와 B 모두,12.0
"SNS  인터넷에서 사람들이 서로 관계를 형성할 수 있게 해주는 서비스로 카카오톡, 트위터, 페이스북 등이 있다.",508,SNS는 어떤 서비스인가?,"1. A. 인터넷에서 사람들이 서로 관계를 형성할 수 있게 해주는 서비스
2. B. 인터넷에서 사람들이 서로 정보를 공유할 수 있게 해주는 서비스
3. C. 인터넷에서 사람들이 서로 소통할 수 있게 해주는 서비스
4. D. 인터넷에서 사람들이 서로 게임을 할 수 있게 해주는 서비스
",A. 인터넷에서 사람들이 서로 관계를 형성할 수 있게 해주는 서비스,12.0
평생교육이란 무엇일까?  현대 사회는 빠르게 변화하기 때문에학교 교육만으로 사회에서 요구하는지식과 기술을 모두 얻기란 쉽지않다.,509,평생교육이란 무엇인가?,"1. A. 학교 교육을 모두 마친 후에도 필요와 취향에 따라 새로운 지식이나 기술을 배우는 것
2. B. 학교에서 배우는 교육
3. C. 직업을 가르치는 교육
4. D. 취미를 가르치는 교육
",A. 학교 교육을 모두 마친 후에도 필요와 취향에 따라 새로운 지식이나 기술을 배우는 것,12.0
한국 사회에 이주민이 점차 증가하면서 이주민의 한국 사회 적응을 돕기 위한 교육 서비스도 늘어나고 있다.,520,한국 사회에서 이주민의 증가에 따른 변화는 무엇인가?,"1. 이주민의 교육 서비스 감소
2. 이주민의 교육 서비스 증가
3. 이주민의 교육 서비스 변동 없음
4. 이주민의 교육 서비스 중단
",이주민의 교육 서비스 증가,12.0
대표적인 예로 법무부의 사회통합프로그램을 들 수 있다.,521,이주민을 위한 교육 서비스의 대표적인 예는 무엇인가?,"1. 교육부의 사회통합프로그램
2. 법무부의 사회통합프로그램
3. 여성가족부의 사회통합프로그램
4. 고용노동부의 사회통합프로그램
",법무부의 사회통합프로그램,12.0
사회통합프로그램의 교육과정을 이수하면 국적을 취득하거나 체류자격을 바꿀 때 혜택을 받을 수 있다.,522,사회통합프로그램의 교육과정을 이수하면 어떤 혜택을 받을 수 있는가?,"1. 국적 취득 혜택
2. 체류자격 변경 혜택
3. 국적 취득 및 체류자격 변경 혜택
4. 혜택 없음
",국적 취득 및 체류자격 변경 혜택,12.0
"여성가족부의 다문화가족지원센터에서는 한국사회적응교육, 취업지원교육, 자녀 교육지원 서비스 등을 제공한다.",523,여성가족부의 다문화가족지원센터에서 제공하는 서비스는 무엇인가?,"1. 한국사회적응교육, 취업지원교육, 자녀 교육지원 서비스
2. 한국사회적응교육, 취업지원교육
3. 취업지원교육, 자녀 교육지원 서비스
4. 한국사회적응교육, 자녀 교육지원 서비스
","한국사회적응교육, 취업지원교육, 자녀 교육지원 서비스",12.0
"고용노동부에서는 결혼이민자의 취업을 돕기 위해 직업교육을 실시하기도 하고, 교육방송(EBS)에서는 이주민을 위한 한국어 및 한국문화 강좌 등을 제공하기도 한다.",524,고용노동부와 EBS에서 이주민을 위해 어떤 교육을 제공하는가?,"1. 고용노동부: 직업교육, EBS: 한국어 및 한국문화 강좌
2. 고용노동부: 한국어 및 한국문화 강좌, EBS: 직업교육
3. 고용노동부: 직업교육, EBS: 직업교육
4. 고용노동부: 한국어 및 한국문화 강좌, EBS: 한국어 및 한국문화 강좌
","고용노동부: 직업교육, EBS: 한국어 및 한국문화 강좌",12.0
지방자치단체나 기업 등의 위탁이나지원을 받는 민간단체에서도 교육을 받을수 있다.,525,이주민들이 교육을 받을 수 있는 기관은 어디에 해당하는가?,"1. 지방자치단체
2. 기업
3. 민간단체
4. 지방자치단체, 기업, 민간단체
","지방자치단체, 기업, 민간단체",12.0
"여기서는 한국어 교육은 물론 컴퓨터,요리, 운전면허, 한국 문화 체험, 이중 언어교육, 제과, 제빵, 바리스타, 풍선아트,네일아트, 원어민 강사 등 취업을 위한 교육도▶ 지난 2014년 6월 17일 포항시의 위탁을 받아 제공하고 있다.",526,민간단체에서 제공하는 이주민 교육의 종류는 무엇인가?,"1. 한국어 교육, 컴퓨터, 요리, 운전면허, 한국 문화 체험, 이중 언어교육, 제과, 제빵, 바리스타, 풍선아트,네일아트, 원어민 강사 등
2. 한국어 교육, 컴퓨터, 요리, 운전면허
3. 한국어 교육, 한국 문화 체험, 이중 언어교육
4. 한국어 교육, 컴퓨터, 요리, 운전면허, 한국 문화 체험
","한국어 교육, 컴퓨터, 요리, 운전면허, 한국 문화 체험, 이중 언어교육, 제과, 제빵, 바리스타, 풍선아트,네일아트, 원어민 강사 등",12.0
이주민을 위한 교육 과목과포항중앙요리학원에서 실시된 한식조리사과 정의 수업장면지원하는 서비스는 기관마다 다르기 때문에이용하기 전에 각 기관의 상담 센터를 통해 정확하게 알아보아야 한다.,527,이주민이 교육 서비스를 이용하기 전에 어떤 절차를 거쳐야 하는가?,"1. 각 기관의 상담 센터를 통해 서비스를 알아보아야 한다.
2. 각 기관의 웹사이트를 통해 서비스를 알아보아야 한다.
3. 각 기관의 교육과정을 직접 참여해보아야 한다.
4. 각 기관의 서비스를 이용해보아야 한다.
",각 기관의 상담 센터를 통해 서비스를 알아보아야 한다.,12.0
센터에 직접 나와서 참여하기 어려운 결혼이민자를 위한 방문 교육도 실시되고 있다.,528,센터에 직접 참여하기 어려운 결혼이민자를 위해 어떤 교육이 실시되는가?,"1. 방문 교육
2. 온라인 교육
3. 편지로 보내는 교육자료
4. 전화로 진행하는 교육
",방문 교육,12.0
지난 2014년 6월 17일 포항시의 위탁을 받아 제공하고 있다.,529,2014년 6월 17일에 어떤 기관이 누구의 위탁을 받아 교육을 제공하였는가?,"1. 포항시의 위탁을 받아 민간단체가 제공
2. 민간단체의 위탁을 받아 포항시가 제공
3. 포항시의 위탁을 받아 고용노동부가 제공
4. 고용노동부의 위탁을 받아 포항시가 제공
",포항시의 위탁을 받아 민간단체가 제공,12.0
"한국에서 결혼은 보통 30대 전후의 연령대에서 이루어지는데, 최근 들어 결혼하는 연령이 점점 높아지고 있다.",60,한국에서 결혼하는 연령대는 대체로 어떻게 변화하고 있는가?,"1. 점점 낮아지고 있다
2. 변화가 없다
3. 점점 높아지고 있다
4. 불규칙적으로 변화하고 있다
",점점 높아지고 있다,2.0
대체로 신랑의 나이가 신부보다 2~4살 정도 더 많다.,61,한국에서 결혼 시 대체로 신랑의 나이는 신부보다 어떤가?,"1. 동갑이다
2. 신부보다 2~4살 더 많다
3. 신부보다 2~4살 더 적다
4. 신부보다 5살 이상 더 많다
",신부보다 2~4살 더 많다,2.0
자녀는 보통 1~2명 정도를 낳는다.,62,한국에서는 보통 몇 명의 자녀를 낳는가?,"1. 1~2명
2. 3~4명
3. 5~6명
4. 7명 이상
",1~2명,2.0
과거에는 한국에서도 자녀를 3~5명 정도씩 많이 낳아 키우는 모습을 흔히 볼 수 있었다.,63,과거 한국에서는 보통 몇 명의 자녀를 낳았는가?,"1. 1~2명
2. 3~5명
3. 5~6명
4. 7명 이상
",3~5명,2.0
"자녀들 중 첫째 아들인 장남은 결혼 후에도 부모와 같이 사는 경우가 많았고, 다른 자녀들은 결혼 전까지는 부모와 같이 살다가 결혼 후에는 독립하여 사는 경우가 많았다.",64,과거 한국에서 장남은 어떤 경우가 많았는가?,"1. 결혼 전까지 부모와 같이 살다가 결혼 후에는 독립하여 사는 경우
2. 결혼 후에도 부모와 같이 사는 경우
3. 결혼 후에 바로 독립하여 사는 경우
4. 결혼 전부터 독립하여 사는 경우
",결혼 후에도 부모와 같이 사는 경우,2.0
"그래서 한 집에 조부모, 부모, 자녀 등 여러 세대의 가족이 같이 모여 사는 대가족 형태를 많이 볼 수 있었다.",65,과거 한국의 가족 구조는 어떤 형태였는가?,"1. 핵가족
2. 대가족
3. 1인 가구
4. 부부만 사는 가구
",대가족,2.0
"그래서 요즘에는 대가족 대신, 부모와 미혼 자녀가 함께 사는 핵가족의 모습을 주로 볼 수 있다.",66,현재 한국의 가족 구조는 어떤 형태인가?,"1. 핵가족
2. 대가족
3. 1인 가구
4. 부부만 사는 가구
",핵가족,2.0
또한 젊은 사람들 중에는 공부나 일 등을 하는 과정에서 결혼을 미루거나 아예 하지 않는 경우도 적지 않다.,67,현재 젊은 사람들 중에서는 어떤 결혼 관련 현상이 나타나고 있는가?,"1. 결혼을 서두르는 경우
2. 결혼을 미루거나 아예 하지 않는 경우
3. 결혼 후 바로 자녀를 낳는 경우
4. 결혼 후 바로 독립하는 경우
",결혼을 미루거나 아예 하지 않는 경우,2.0
"또한, 결혼을 하더라도 자녀를 낳지 않고 살겠다는 사람들이 많아지면서 홀로 사는 1인가구나 부부만 사는 경우도 늘어나고 있다.",68,현재 한국에서 늘어나고 있는 가구 형태는 무엇인가?,"1. 대가족
2. 핵가족
3. 1인가구나 부부만 사는 경우
4. 부모와 미혼 자녀가 함께 사는 가구
",1인가구나 부부만 사는 경우,2.0
핵가족  한 쌍의 부부와 그들의 미혼 자녀 만으로 이루어진 가족,69,핵가족이란 무엇인가?,"1. 한 쌍의 부부와 그들의 미혼 자녀 만으로 이루어진 가족
2. 부모와 미혼 자녀가 함께 사는 가구
3. 조부모, 부모, 자녀 등 여러 세대의 가족이 같이 모여 사는 가족
4. 혼자서 가정을 이루어 살아가는 사람
",한 쌍의 부부와 그들의 미혼 자녀 만으로 이루어진 가족,2.0
"또한 아내는 남편의 누나를 ‘형님’, 남편의 여동 생을 ‘아가씨’라고 부른다.",90,아내가 남편의 누나를 어떻게 부르는가?,"1. 형님
2. 아가씨
3. 아주버님
4. 도련님
",형님,2.0
"아내는 남편의 형을 ‘아주버님’이라고 부르고, 남편의 남동생이 결혼 하지 않았으면 ‘도련님’, 결혼을 했으면 ‘서방님’ 이라고 부른다.",91,아내가 결혼한 남편의 남동생을 어떻게 부르는가?,"1. 아주버님
2. 도련님
3. 서방님
4. 아가씨
",서방님,2.0
"남편은 아내의 언니를 ‘처형’, 아내의 여동생을 ‘처제’, 아내의 오빠를 ‘형님’, 아내의 남동생을 ‘처남’이라고 부른다.",92,남편이 아내의 오빠를 어떻게 부르는가?,"1. 처형
2. 처제
3. 형님
4. 처남
",형님,2.0
한국에서는 가족과 친척 관계를 ‘촌수’로 표시한다.,93,한국에서 가족과 친척 관계를 어떻게 표시하는가?,"1. 촌수
2. 혈통
3. 계급
4. 성별
",촌수,2.0
"부모와 자녀는 1촌, 형제자매는 2촌이다.",94,부모와 자녀는 몇 촌인가?,"1. 1촌
2. 2촌
3. 3촌
4. 4촌
",1촌,2.0
"그래서 만약 내가 결혼을 해서 아이를 낳았다면, 나의 남동생과 내 아이는 3촌이 된다.",95,"자신이 결혼해 아이를 낳았을 때, 자신의 남동생과 그 아이는 몇 촌이 되는가?","1. 1촌
2. 2촌
3. 3촌
4. 4촌
",3촌,2.0
그리고 나의 남동생의 아이와 내 아이는 4촌이 된다.,96,자신의 남동생의 아이와 자신의 아이는 몇 촌이 되는가?,"1. 1촌
2. 2촌
3. 3촌
4. 4촌
",4촌,2.0
일반적으로 남편이나 아내의 형제자매에게서 태어난 아이들 간의 관계를 ‘사촌’이라고 부른다.,97,남편이나 아내의 형제자매에게서 태어난 아이들 간의 관계를 무엇이라고 부르는가?,"1. 사촌
2. 형제
3. 동료
4. 친구
",사촌,2.0
"남편의 남자 형제의 자녀와는 ‘친사촌’, 남편의 여자 형제의 자녀와는 ‘고종사촌’, 아내의 남자 형제의 자녀와는 ‘외사촌’, 아내의 여자 형제의 자녀와는 ‘이종사촌’이라고 부른다.",98,남편의 여자 형제의 자녀를 어떻게 부르는가?,"1. 친사촌
2. 고종사촌
3. 외사촌
4. 이종사촌
",고종사촌,2.0
"남편의 남자 형제의 자녀와는 ‘친사촌’, 남편의 여자 형제의 자녀와는 ‘고종사촌’, 아내의 남자 형제의 자녀와는 ‘외사촌’, 아내의 여자 형제의 자녀와는 ‘이종사촌’이라고 부른다.",99,아내의 남자 형제의 자녀를 어떻게 부르는가?,"1. 친사촌
2. 고종사촌
3. 외사촌
4. 이종사촌
",외사촌,2.0
한국에서는 만 15세 이상부터 일을 하는 것이 가능하다.,1030,한국에서 일을 시작할 수 있는 최소 나이는 몇 세인가?,"1. 10세
2. 12세
3. 15세
4. 18세
",15세,3.0
그리고 직장에 따라 차이는 있지만 대략 만 55세에서 60세 전후에 직장에서 은퇴하는 사람들이 많다.,1031,한국에서 대부분의 사람들이 은퇴하는 나이는 어떻게 되는가?,"1. 50세
2. 55세~60세
3. 65세
4. 70세
",55세~60세,3.0
현재 한국 사회에서 인기가 높은 직업은 ‘공무원’이다.,1032,현재 한국 사회에서 인기가 높은 직업은 무엇인가?,"1. 의사
2. 변호사
3. 공무원
4. 교사
",공무원,3.0
"또한, 대기업 에서 일하기를 원하는 사람도 많다.",1033,한국에서 어떤 기업에서 일하기를 많은 사람들이 원하는가?,"1. 중소기업
2. 대기업
3. 비영리단체
4. 정부기관
",대기업,3.0
"그 외에 다소 규모가 작은 중소 기업에 취직하거나, 개인적으로 회사나 가게를 만들어 사업을 하는 사람들도 적지 않다.",1034,한국에서 사람들이 일하는 다른 방식은 무엇인가?,"1. 중소기업에 취직
2. 개인적으로 회사나 가게를 만들어 사업
3. 자영업
4. 모두
",모두,3.0
1980년대 무렵만 해도 한국에서 일을 하는 사람들은 대부분 남성이었다.,1035,1980년대 한국에서 일을 하는 사람들의 대부분은 누구였는가?,"1. 남성
2. 여성
3. 청소년
4. 노인
",남성,3.0
그런데 최근 들어 남녀의 대학 진학률이 비슷해지고 여성의 사회 진출이 활발해지면서 취업을 하는 남녀의 비율도 그 격차가 많이 줄어들고 있다.,1036,최근 한국에서 남녀의 대학 진학률과 취업 비율에 어떤 변화가 있었는가?,"1. 남녀의 대학 진학률과 취업 비율이 비슷해짐
2. 남성의 대학 진학률과 취업 비율이 더 높아짐
3. 여성의 대학 진학률과 취업 비율이 더 높아짐
4. 변화 없음
",남녀의 대학 진학률과 취업 비율이 비슷해짐,3.0
"또한, 최근에는 남편과 아내 모두가 일을 하는 맞벌이 부부도 증가하고 있다.",1037,최근 한국에서 어떤 형태의 부부가 증가하고 있는가?,"1. 맞벌이 부부
2. 전업주부를 가진 부부
3. 남편만 일하는 부부
4. 아내만 일하는 부부
",맞벌이 부부,3.0
공무원  국가 또는 지방공공기관 등에서 일하는 사람,1038,공무원이란 무엇인가?,"1. 국가 또는 지방공공기관에서 일하는 사람
2. 병원에서 일하는 사람
3. 학교에서 일하는 사람
4. 기업에서 일하는 사람
",국가 또는 지방공공기관에서 일하는 사람,3.0
맞벌이 부부  남편과아내모두직장생활을하는 부부,1039,맞벌이 부부란 무엇인가?,"1. 남편만 일하는 부부
2. 아내만 일하는 부부
3. 남편과 아내 모두 직장 생활을 하는 부부
4. 아이를 가진 부부
",남편과 아내 모두 직장 생활을 하는 부부,3.0
과거에 비해 여성의 사회 진출이 늘어나면서 남자와 여자의 경제활동 비율 격차가 줄어들고 있다.,1040,과거에 비해 어떤 변화가 일어났는가?,"1. 남자의 사회 진출이 늘어났다
2. 여성의 사회 진출이 늘어났다
3. 경제활동 비율 격차가 커졌다
4. 경제활동 비율 격차가 줄어들었다
",여성의 사회 진출이 늘어났다,3.0
기혼 여성 중 상당수가 30대 초반 이나중반무렵에출산과양육등의문제로 직장을 그만두는 경우가 많다.,1041,기혼 여성 중 어떤 경우가 많은가?,"1. 출산과 양육 때문에 직장을 그만두는 경우
2. 출산과 양육 때문에 직장을 찾는 경우
3. 30대 초반에 직장을 그만두는 경우
4. 30대 중반에 직장을 그만두는 경우
",출산과 양육 때문에 직장을 그만두는 경우,3.0
"자녀를 어느 정도 키운 후에 다시 일을 하기 원하는 여성들이 많지만, 다시 취업하기가 쉽지 않아서 어려움을 겪기도 한다.",1042,자녀를 키운 후 다시 일을 하기 원하는 여성들이 겪는 어려움은 무엇인가?,"1. 다시 취업하기 어려움
2. 자녀 양육의 어려움
3. 직장에서의 인간관계 어려움
4. 경제적인 어려움
",다시 취업하기 어려움,3.0
한국 사람들은 직장생활에서도 인간관계를 중시한다.,1043,한국 사람들은 직장생활에서 무엇을 중시하는가?,"1. 업무능력
2. 인간관계
3. 직급
4. 경제적 이익
",인간관계,3.0
직장 내에서 높은 위치에 있는 사람뿐 아니라 동료 간에도 존댓말을 사용하는 경우가 대부분이다.,1044,한국의 직장 내에서는 어떤 경우가 대부분인가?,"1. 동료 간에 존댓말을 사용하는 경우
2. 동료 간에 반말을 사용하는 경우
3. 높은 직급의 사람에게만 존댓말을 사용하는 경우
4. 높은 직급의 사람에게만 반말을 사용하는 경우
",동료 간에 존댓말을 사용하는 경우,3.0
"서로를 부를 때는 이름보다는 ‘대리’, ‘과장님’등과 같은 직급을 사용하는 경우가 많다.",1045,한국의 직장에서 서로를 부르는 방식은 어떤가?,"1. 이름을 사용하는 경우가 많다
2. 직급을 사용하는 경우가 많다
3. 호칭을 사용하는 경우가 많다
4. 별명을 사용하는 경우가 많다
",직급을 사용하는 경우가 많다,3.0
직장 내에서 같은 고향 출신이거나 같은 학교를 졸업한 사람들끼리 작은 모임을 만들어서 즐기기도 한다.,1046,한국의 직장에서 어떤 모임을 만들어 즐기는 경우가 있는가?,"1. 같은 고향 출신이거나 같은 학교를 졸업한 사람들끼리의 모임
2. 같은 직급의 사람들끼리의 모임
3. 같은 부서의 사람들끼리의 모임
4. 같은 성별의 사람들끼리의 모임
",같은 고향 출신이거나 같은 학교를 졸업한 사람들끼리의 모임,3.0
퇴근  일정의 일하는 시간이 끝났을 때 가정으로 돌아가는 것,1047,퇴근이란 무엇인가?,"1. 일하는 시간이 끝나고 가정으로 돌아가는 것
2. 일하는 시간이 시작되어 직장으로 가는 것
3. 점심시간이 끝나고 다시 일하는 것
4. 휴가를 끝내고 다시 일하는 것
",일하는 시간이 끝나고 가정으로 돌아가는 것,3.0
물론 특별히 가까이 지내는 직장 동료 간에는 ‘형님’또는 ‘언니’라고 하거나 각자의 이름을 부르면서 친밀한 관계를 만드는 경우도 있다.,1048,한국의 직장에서 가까이 지내는 동료들은 어떻게 부르는 경우가 있는가?,"1. 직급으로 부르는 경우
2. 호칭으로 부르는 경우
3. ‘형님’또는 ‘언니’라고 부르는 경우
4. 모두 이름으로 부르는 경우
",‘형님’또는 ‘언니’라고 부르는 경우,3.0
직장 내에서 작은 모임을 만들어 취미생활을 즐기는 모습,1049,한국의 직장에서 어떤 활동을 즐기는가?,"1. 취미생활
2. 스포츠 활동
3. 업무 활동
4. 학습 활동
",취미생활,3.0
한국 사람들은 주말에 가족이나 친구들과 휴일을 보내거나 종교 활동을 하는 경우가 많다.,1050,한국 사람들은 주말에 주로 어떤 활동을 하는가?,"1. TV 보기
2. 인터넷 하기
3. 가족이나 친구들과 휴일 보내기
4. 야근하기
",가족이나 친구들과 휴일 보내기,3.0
"한국 직장인들은 일반적으로 1년에 한번 정도 약 1주일 정도 휴가를 갖게 되는데, 가장 무더운 때인 7월 말이나 8월 초에 휴가를 사용하는 경우가 가장 많다.",1051,한국 직장인들은 보통 언제 휴가를 사용하는가?,"1. 1월
2. 4월
3. 7월 말이나 8월 초
4. 12월
",7월 말이나 8월 초,3.0
여름 휴가철에는 주로 해수욕장이나 계곡과 같은 시원한 곳으로 놀러간다.,1052,한국 직장인들은 여름 휴가철에 주로 어디로 놀러 가는가?,"1. 등산
2. 해수욕장이나 계곡
3. 쇼핑몰
4. 도서관
",해수욕장이나 계곡,3.0
한국의 관공서나 회사에서는 보통 오전 9시부터오후 6시까지 일을 한다.,1053,한국의 관공서나 회사에서는 보통 언제부터 언제까지 일을 하는가?,"1. 오전 8시부터 오후 5시까지
2. 오전 9시부터 오후 6시까지
3. 오전 10시부터 오후 7시까지
4. 오전 11시부터 오후 8시까지
",오전 9시부터 오후 6시까지,3.0
