cite,question_id,question,choices,answer,chapter
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등",278,서울도시철도공사가 추가로 설치한 엘리베이터와 에스컬레이터의 수는 각각 몇 대인가?,"1. 엘리베이터 10대, 에스컬레이터 44대
2. 엘리베이터 20대, 에스컬레이터 88대
3. 엘리베이터 30대, 에스컬레이터 132대
4. 엘리베이터 40대, 에스컬레이터 176대
","엘리베이터 10대, 에스컬레이터 44대",23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등",279,서울도시철도공사가 엘리베이터와 에스컬레이터를 추가 설치한 주된 대상은 누구인가?,"1. 장애인, 노약자 등
2. 청소년, 학생 등
3. 직장인, 사업가 등
4. 외국인, 관광객 등
","장애인, 노약자 등",23
모임에서는 사람이 많이 다니는 광화문역에 엘리베이터를 설치할 것을 요구하는 기자회견을 열고 1인 시위 등과 같은 방법으로 그 필요성을 많은 사람들에게 알렸다.,280,모임에서 요구한 엘리베이터 설치 장소는 어디인가?,"1. 서울역
2. 광화문역
3. 신촌역
4. 홍대입구역
",광화문역,23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등 교통약자의 이동 편의를 강화할 것이라고 10일 밝혔다.",281,서울도시철도공사가 엘리베이터를 추가로 설치하기로 한 호선 범위는?,"1. 1~4호선
2. 5~8호선
3. 9호선
4. 모든 호선
",5~8호선,23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등 교통약자의 이동 편의를 강화할 것이라고 10일 밝혔다.",282,서울도시철도공사가 추가로 설치하기로 한 엘리베이터의 수는?,"1. 5대
2. 10대
3. 20대
4. 30대
",10대,23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등 교통약자의 이동 편의를 강화할 것이라고 10일 밝혔다.",283,서울도시철도공사가 추가로 설치하기로 한 에스컬레이터의 수는?,"1. 10대
2. 24대
3. 44대
4. 64대
",44대,23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등 교통약자의 이동 편의를 강화할 것이라고 10일 밝혔다.",284,서울도시철도공사가 엘리베이터와 에스컬레이터를 추가로 설치하기로 한 지하철역의 수는?,"1. 10개
2. 20개
3. 24개
4. 44개
",24개,23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등 교통약자의 이동 편의를 강화할 것이라고 10일 밝혔다.",285,서울도시철도공사가 엘리베이터와 에스컬레이터를 추가로 설치하기로 한 것은 어떤 사람들의 이동 편의를 위한 것인가?,"1. 학생
2. 장애인, 노약자 등 교통약자
3. 외국인
4. 모든 사람
","장애인, 노약자 등 교통약자",23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등 교통약자의 이동 편의를 강화할 것이라고 10일 밝혔다.",286,서울도시철도공사가 이런 결정을 밝힌 날짜는 언제인가?,"1. 2014년 11월 10일
2. 2015년 11월 10일
3. 2014년 10월 10일
4. 2015년 10월 10일
",2014년 11월 10일,23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등 교통약자의 이동 편의를 강화할 것이라고 10일 밝혔다.",287,서울도시철도공사의 이런 결정은 어떤 기사에서 보도되었는가?,"1. 조선일보
2. 동아일보
3. 에이블뉴스
4. 한겨레
",에이블뉴스,23
모임에서는 사람이 많이 다니는 광화문역에 엘리베이터를 설치할 것을 요구하는 기자회견을 열고 1인 시위 등과 같은 방법으로 그 필요성을 많은 사람들에게 알렸다.,288,모임에서 엘리베이터 설치의 필요성을 알리기 위해 사용한 방법은 무엇인가?,"1. 기자회견과 1인 시위
2. SNS 홍보
3. 플래시몹
4. 포스터 붙이기
",기자회견과 1인 시위,23
모임에서는 사람이 많이 다니는 광화문역에 엘리베이터를 설치할 것을 요구하는 기자회견을 열고 1인 시위 등과 같은 방법으로 그 필요성을 많은 사람들에게 알렸다.,289,모임에서 엘리베이터 설치를 요구한 장소는 어디에서 많이 다니는 곳인가?,"1. 학교
2. 회사
3. 지하철역
4. 공원
",지하철역,23
"1945년 8월 15일, 제2차 세계대전에서 일본이 패하 면서 한국은 일본의 지배에서 벗어나 해방을 맞이 하게 되었다.",650,한국이 일본의 지배에서 벗어나 해방을 맞이한 날짜는 언제인가?,"1. 1945년 7월 15일
2. 1945년 8월 15일
3. 1945년 9월 15일
4. 1945년 10월 15일
",1945년 8월 15일,24
"이후 남과 북의 대립과 갈등이 더욱 커지면서 결국 1948년 남쪽에는 대한민국(남한)이, 북쪽에는 조선민주주의인민공화국(북한)이 각각 수립되었다.",651,대한민국과 조선민주주의인민공화국이 각각 수립된 연도는 언제인가?,"1. 1945년
2. 1946년
3. 1947년
4. 1948년
",1948년,24
1950년 6월 25일 북한이 소련의 지원을 받아 남한을 공격함으로써 전쟁이 일어났다.,652,한국전쟁이 시작된 날짜는 언제인가?,"1. 1950년 5월 25일
2. 1950년 6월 25일
3. 1950년 7월 25일
4. 1950년 8월 25일
",1950년 6월 25일,24
UN이 남한을 지원하고 중국이 북한을 지원하면서 3년 동안 계속되던 전쟁은 1953년 휴전협정이 맺어지면서 끝이 났다.,653,한국전쟁이 끝난 연도는 언제인가?,"1. 1951년
2. 1952년
3. 1953년
4. 1954년
",1953년,24
최초의 남북정상회담이 있었던 2000년을 전후해서는 남북관계가 전반적으로 많이 개선되었다.,654,최초의 남북정상회담이 열린 연도는 언제인가?,"1. 1998년
2. 1999년
3. 2000년
4. 2001년
",2000년,24
"개성공단이나 금강산 관광을 비롯한 여러 가지 경제적·문화적 교류도 늘어 났고, 이산가족들의 극적인 만남도 이뤄졌다.",655,남북관계 개선 이후 늘어난 것은 무엇인가?,"1. 경제적·문화적 교류
2. 군사적 협력
3. 정치적 동맹
4. 과학기술 교류
",경제적·문화적 교류,24
"1948년 한반도가 두 국가로 분단된 이래 두 차례의 남북 정상 회담이 열렸는데, 2000년 남북 정상 회담과 2007년 남북 정상 회담으로 두 번 모두 평양에서 열렸다.",656,남북 정상회담이 열린 장소는 어디인가?,"1. 서울
2. 평양
3. 판문점
4. 개성
",평양,24
2000년에 열린 남북 정상 회담에서는 김대중 전 대통령과 김정일 국방위원장이 만나 통일을 앞 당기기 위한 6·15남북 공동 선언을 발표하였다.,657,2000년에 열린 남북 정상 회담에서 만난 두 정상의 이름은 무엇인가?,"1. 김대중, 김일성
2. 김대중, 김정일
3. 노무현, 김정일
4. 문재인, 김정은
","김대중, 김정일",24
"그 내용은 통일 문제의 자주적 해결, 1국가 2체제의 통일 방안 협의, 이산가족 문제 해결, 경제 협력 등을 비롯한 남북 간",658,6·15남북 공동 선언의 내용 중 하나가 아닌 것은 무엇인가?,"1. 통일 문제의 자주적 해결
2. 1국가 2체제의 통일 방안 협의
3. 이산가족 문제 해결
4. 군사적 동맹
",군사적 동맹,24
"아직도 남북관계에는 적지 않은 어려움이 남아 있지만, 많은 한국 국민들과 세계 사람들은 한반도의 평화 통일을 기원하고 있다.",659,많은 한국 국민들과 세계 사람들이 기원하는 것은 무엇인가?,"1. 한반도의 평화 통일
2. 남북의 경제 통합
3. 북한의 핵 무기 포기
4. 남북의 군사적 통합
",한반도의 평화 통일,24
남북 정상 회담과 2007년 남북 정상 회담으로 두 번 모두 평양에서 열렸다.,660,남북 정상 회담이 어디에서 열렸는가?,"1. 서울
2. 부산
3. 평양
4. 인천
",평양,24
2000년에 열린 남북 정상 회담에서는 김대중 전 대통령과 김정일 국방위원장이 만나 통일을 앞 당기기 위한 6·15남북 공동 선언을 발표하였다.,661,2000년 남북 정상 회담에서 누가 만났는가?,"1. 김대중과 김일성
2. 김대중과 김정일
3. 노무현과 김정일
4. 노무현과 김일성
",김대중과 김정일,24
"그 내용은 통일 문제의 자주적 해결, 1국가 2체제의 통일 방안 협의, 이산가족 문제 해결, 경제 협력 등을 비롯한 남북 간 교류의 활성화 등이었다.",662,6·15남북 공동 선언의 내용에는 무엇이 포함되어 있지 않은가?,"1. 통일 문제의 자주적 해결
2. 1국가 2체제의 통일 방안 협의
3. 이산가족 문제 해결
4. 북한의 핵문제 해결
",북한의 핵문제 해결,24
"특히 중국, 일본, 미국, 러시아를 한반도 주변 4강이라고 부른다.",663,한반도 주변 4강에는 어떤 나라들이 포함되어 있는가?,"1. 중국, 일본, 미국, 러시아
2. 중국, 일본, 미국, 북한
3. 중국, 일본, 미국, 남한
4. 중국, 일본, 미국, 인도
","중국, 일본, 미국, 러시아",24
"중국은 한자, 유교, 불교 등을 통해 한국에 문화적으로 많은 영향을 준 국가이다.",664,중국이 한국에 어떤 영향을 주었는가?,"1. 문화적 영향
2. 경제적 영향
3. 군사적 영향
4. 정치적 영향
",문화적 영향,24
일본은 과거에 한국을 식민지로 점령했던 국가이다.,665,일본이 한국에 어떤 역사적 사건을 일으켰는가?,"1. 한국을 식민지로 점령
2. 한국과 전쟁
3. 한국에 경제적 지원
4. 한국에 문화적 영향
",한국을 식민지로 점령,24
미국은 2차 세계 대전 이후 남한에 많은 영향을 준 대표적인 우방 국가이다.,666,미국이 한국에 어떤 영향을 주었는가?,"1. 문화적 영향
2. 경제적 영향
3. 군사적 영향
4. 모든 영향
",모든 영향,24
"특히 한국 전쟁 때 남한을 지원하였으며, 전쟁 이후 피해를 복구하고 나라를 재건하는 과정에서도 여러 가지 경제적 지원을 해 주었다.",667,미국이 한국 전쟁 때 한국에 어떤 지원을 했는가?,"1. 군사적 지원
2. 경제적 지원
3. 문화적 지원
4. 정치적 지원
",군사적 지원,24
"오늘날에도 한국과 미국은 군사적 으로 긴밀한 관계를 맺고 있으며, 정치·경제·문화적인 측면에서도 많은 교류를 하고 있다.",668,한국과 미국은 어떤 관계를 맺고 있는가?,"1. 군사적으로 긴밀한 관계
2. 경제적으로 긴밀한 관계
3. 문화적으로 긴밀한 관계
4. 모든 관계
",모든 관계,24
최근 중국은 한국의 중요한 무역 상대이면서 남북 관계 개선에서도 중요한 역할을 하고 있다.,669,중국이 한국에게 어떤 역할을 하고 있는가?,"1. 무역 상대
2. 남북 관계 개선
3. 문화적 영향
4. 무역 상대와 남북 관계 개선
",무역 상대와 남북 관계 개선,24
미국은 2차 세계 대전 이후 남한에 많은 영향을 준 대표적인 우방 국가이다.,670,미국은 어떤 전쟁 이후부터 남한에 많은 영향을 주었나요?,"1. 1차 세계 대전
2. 2차 세계 대전
3. 한국 전쟁
4. 베트남 전쟁
",2차 세계 대전,24
"특히 한국 전쟁 때 남한을 지원하였으며, 전쟁 이후 피해를 복구하고 나라를 재건하는 과정에서도 여러 가지 경제적 지원을 해 주었다.",671,미국이 한국 전쟁 때 어떤 나라를 지원했나요?,"1. 북한
2. 중국
3. 러시아
4. 남한
",남한,24
"러시아는 과거 공산주의의 대표 국가였고, 한국 전쟁에서 북한을 지원했기 때문에 한때 한국과 불편한 관계에 있었다.",672,한국 전쟁에서 러시아는 어떤 나라를 지원했나요?,"1. 북한
2. 중국
3. 미국
4. 남한
",북한,24
"현재 두 나라는 에너지, 기술, 자원 등의 영역에서 서로 도움을 주고받으며 우호적인 관계를 이어가고 있다.",673,현재 한국과 러시아는 어떤 관계를 맺고 있나요?,"1. 적대적인 관계
2. 중립적인 관계
3. 우호적인 관계
4. 무관계
",우호적인 관계,24
독도는 한국 땅 독도는 경상북도 울릉군 울릉읍 독도리에 있는 섬으로 한국 영토 중 가장 동쪽에 위치 해있다.,674,독도는 한국의 어느 지역에 위치해 있나요?,"1. 서울특별시
2. 제주특별자치도
3. 경상북도 울릉군
4. 부산광역시
",경상북도 울릉군,24
"독도 주변의 바다는 좋은 어장이 형성되어 수산자원이 풍부하고, 독도 해저의 천연가스와 해양심층수 개발로 경제적 가치를 인정받고 있다.",675,독도 주변의 바다는 어떤 자원이 풍부한가요?,"1. 석유
2. 금
3. 수산자원
4. 철
",수산자원,24
"이에 일본은 2005년 다케시마의 날을 제정하고 독도를 자국의 영토로 교과서에 기재 하는 등 영토분쟁을 일으키려 하고 있지만, 이는 국제적으로 받아들여지지 않고 있다.",676,일본이 독도를 자국의 영토로 교과서에 기재하려는 행동은 국제적으로 어떻게 받아들여지고 있나요?,"1. 받아들여지고 있다
2. 받아들여지지 않고 있다
3. 중립적으로 받아들여지고 있다
4. 무시되고 있다
",받아들여지지 않고 있다,24
"역사적으로도 6세기 신라 지증왕 때부터 독도가 한국의 영토였음을 증명해 주는 수많은 문헌이 있으며, 실제로도 한국이 독도를 지배하고 있다.",677,독도가 한국의 영토였음을 증명하는 문헌들은 어느 시대부터 존재하나요?,"1. 고구려 시대
2. 백제 시대
3. 신라 지증왕 시대
4. 조선 시대
",신라 지증왕 시대,24
"독도에는 1965년부터 주민이 살기 시작하였고 현재는 2명의 주민이 살고 있으며, 독도경비대가 상주하며 독도 수호 임무를 다하고 있다.",678,현재 독도에는 몇 명의 주민이 살고 있나요?,"1. 1명
2. 2명
3. 3명
4. 4명
",2명,24
"독도에는 1965년부터 주민이 살기 시작하였고 현재는 2명의 주민이 살고 있으며, 독도경비대가 상주하며 독도 수호 임무를 다하고 있다.",679,독도에 상주하며 독도 수호 임무를 다하고 있는 단체는 무엇인가요?,"1. 해경
2. 해군
3. 독도경비대
4. 해양경찰청
",독도경비대,24
